unreg_x9840_ref56,unreg_x9840_ref68,unreg_x9840_ref97,psr_ref56_RB,psr_ref56_AF,psr_ref56_SR,psr_ref56_BL,deform56,opFlow_ilk_ref56,opFlow_tvl1_ref56,psr_ref68_RB,psr_ref68_AF,psr_ref68_SR,psr_ref68_BL,deform68,opFlow_ilk_ref68,opFlow_tvl1_ref68,psr_ref97_RB,psr_ref97_AF,psr_ref97_SR,psr_ref97_BL,deform97,opFlow_ilk_ref97,opFlow_tvl1_ref97,irtfSim_ref56_RB,irtfSim_ref68_RB,irtfSim_ref97_RB,opForm_ilk_ref56,opForm_tvl1_ref56,opForm_ilk_ref68,opForm_tvl1_ref68,opForm_ilk_ref97,opForm_tvl1_ref97
0.0774415848878837,0.05733788815734266,0.060042722917249165,[0.07735419 0.07760913 0.07771085 ... 0.09975669 0.09990174 0.10004461],[0.07471273 0.07601869 0.07582263 ... 0.09885307 0.09899848 0.09914408],[0.07654331 0.07779599 0.07763837 ... 0.10008922 0.10023362 0.10037719],[0.07258914 0.07393492 0.07369198 ... 0.09781782 0.09796278 0.09768272],[0.0874952  0.08724295 0.0887878  ... 0.11529252 0.11582286 0.11530873],[0.09605648 0.09454139 0.09131498 ... 0.10739362 0.10767332 0.10779078],[0.08067688 0.08072607 0.08077523 ... 0.10199089 0.10209348 0.10220047],[0.05646959 0.0570517  0.0570555  ... 0.05880884 0.05884341 0.05887674],[0.05433716 0.05645806 0.05602783 ... 0.05906783 0.05910314 0.05913982],[0.05503297 0.05748416 0.05702095 ... 0.05881154 0.05884689 0.05888129],[0.05221401 0.05551342 0.05481244 ... 0.05965772 0.05969057 0.05938534],[0.06757819 0.06561427 0.06593394 ... 0.08004132 0.08165188 0.08061477],[0.06539712 0.06543833 0.06619957 ... 0.07000606 0.06967505 0.0685748 ],[0.05470947 0.05482405 0.05489326 ... 0.06521624 0.06522435 0.06523611],[0.06106761 0.06188632 0.06178136 ... 0.08843699 0.08856373 0.08868048],[0.05872968 0.06160958 0.06095294 ... 0.08843782 0.08857387 0.08870462],[0.06013961 0.06241571 0.06192807 ... 0.08837284 0.08850294 0.08862379],[0.05821819 0.06000912 0.05960165 ... 0.08774292 0.08788509 0.08736236],[0.07339496 0.07354698 0.0737255  ... 0.08855822 0.08881537 0.08890129],[0.08368733 0.08332435 0.0848944  ... 0.09282273 0.09283166 0.09375444],[0.08134103 0.08141199 0.08145066 ... 0.08909395 0.08917448 0.08923497],[0.07617035 0.07630476 0.07634928 ... 0.10388055 0.10308969 0.10352316],[0.06181863 0.06151498 0.0621108  ... 0.06012368 0.06021129 0.0666092 ],[0.07339496 0.07354698 0.0737255  ... 0.08855822 0.08881537 0.08890129],[0.10383051 0.09562259 0.09681314 ... 0.11357855 0.11408314 0.11364037],[0.0873594  0.08717125 0.08864152 ... 0.11162722 0.11210912 0.1118517 ],[0.06645249 0.06672296 0.06411402 ... 0.06667126 0.07457545 0.07636791],[0.06286638 0.06092565 0.06113302 ... 0.07136369 0.07191889 0.07123998],[0.07994175 0.08735176 0.08590635 ... 0.09721285 0.09737553 0.09707827],[0.07899845 0.07925084 0.07925056 ... 0.08891945 0.08899228 0.08877659]
